Date,Close/Last,Volume,Open,High,Low
02/11/2023,147.01,3902657,$145.77,$147.10,$144.84
01/11/2023,145.40,4750081,$145.00,$146.51,$144.45
31/10/2023,144.64,6592041,$143.00,$144.76,$142.59
30/10/2023,142.63,4204190,$143.19,$144.50,$142.58
27/10/2023,142.52,5469227,$143.62,$144.70,$141.71
26/10/2023,143.76,11130170,$142.20,$144.41,$141.58
25/10/2023,137.08,6472549,$137.50,$138.49,$136.33
24/10/2023,137.79,3697975,$136.74,$137.98,$136.05
23/10/2023,136.38,3457527,$136.63,$137.68,$135.87
20/10/2023,137.16,4865615,$138.15,$139.27,$137.12
19/10/2023,138.01,5314159,$138.64,$139.405,$137.93
18/10/2023,139.97,3329985,$140.00,$140.43,$139.58
17/10/2023,140.32,4172822,$137.12,$140.62,$136.31
16/10/2023,139.21,3361468,$139.28,$139.78,$138.52
13/10/2023,138.46,4583553,$139.77,$140.12,$138.27
12/10/2023,141.24,3921142,$142.51,$142.93,$140.95
11/10/2023,143.23,2511459,$142.51,$143.34,$142.14
10/10/2023,142.11,3015784,$142.60,$143.415,$141.72
09/10/2023,142.20,2354396,$142.30,$142.40,$140.68
06/10/2023,142.03,3511347,$141.40,$142.94,$140.11
05/10/2023,141.52,3223910,$140.90,$141.70,$140.19
04/10/2023,141.07,2637779,$140.37,$141.2004,$139.99
03/10/2023,140.39,3284421,$140.87,$141.64,$140.00
02/10/2023,140.80,3275461,$140.04,$141.45,$139.86
29/09/2023,140.30,5703983,$142.00,$142.13,$139.61
28/09/2023,141.58,5783422,$142.14,$142.282,$140.205
27/09/2023,143.17,4439121,$143.67,$143.82,$141.76
26/09/2023,143.24,4824654,$145.51,$146.17,$143.0201
25/09/2023,146.48,2694245,$146.57,$147.43,$146.25
22/09/2023,146.91,2562216,$147.41,$148.10,$146.82
21/09/2023,147.38,4944786,$149.00,$149.25,$147.31
20/09/2023,149.83,9636681,$148.36,$151.9299,$148.13
19/09/2023,146.52,3945423,$145.00,$146.72,$144.66
18/09/2023,145.09,2508062,$145.77,$146.48,$145.06
15/09/2023,145.99,6234033,$147.11,$147.85,$145.53
14/09/2023,147.35,2723200,$147.38,$147.73,$146.48
13/09/2023,146.55,2627999,$145.95,$146.98,$145.92
12/09/2023,146.30,4457695,$147.92,$148.00,$145.80
11/09/2023,148.38,3273720,$148.57,$148.78,$147.58
08/09/2023,147.68,3722927,$147.35,$148.59,$147.26
07/09/2023,147.52,3333040,$148.13,$148.78,$147.40
06/09/2023,148.06,2932203,$147.66,$148.33,$147.12
05/09/2023,148.13,3731281,$147.91,$149.00,$147.5719
01/09/2023,147.94,2727796,$147.26,$148.10,$146.92
31/08/2023,146.83,3885949,$146.94,$147.7275,$146.54
30/08/2023,146.86,2245402,$146.42,$146.92,$145.7452
29/08/2023,146.45,2778113,$146.30,$146.73,$145.62
28/08/2023,146.02,3561347,$145.41,$146.74,$145.21
25/08/2023,145.35,3660147,$144.18,$145.47,$143.50
24/08/2023,143.55,2900244,$143.505,$144.47,$143.22
23/08/2023,143.41,2559083,$141.72,$143.475,$141.58
22/08/2023,141.49,3557734,$142.66,$143.225,$141.30
21/08/2023,142.28,2937781,$141.42,$142.39,$141.11
18/08/2023,141.41,3915480,$140.00,$141.83,$139.76
17/08/2023,140.66,3742058,$141.01,$142.66,$140.60
16/08/2023,140.64,3285347,$141.70,$142.09,$140.56
15/08/2023,141.87,3656559,$141.50,$142.31,$141.20
14/08/2023,141.91,4226563,$143.05,$143.365,$141.802
11/08/2023,143.12,2526433,$143.12,$143.45,$142.205
10/08/2023,143.25,4735763,$143.04,$144.58,$142.69
09/08/2023,142.49,4073038,$144.94,$144.94,$142.30
08/08/2023,145.91,4654582,$145.70,$146.15,$144.11
07/08/2023,146.18,3438654,$145.00,$146.50,$144.93
04/08/2023,144.24,4223204,$145.09,$146.09,$143.99
03/08/2023,144.45,3952640,$143.78,$145.22,$143.3116
02/08/2023,144.17,4959381,$142.78,$144.30,$142.31
01/08/2023,143.33,4798703,$144.25,$144.48,$142.17
31/07/2023,144.18,6138902,$143.81,$144.605,$143.53
28/07/2023,143.45,6686627,$143.44,$143.95,$142.85
27/07/2023,142.97,6331563,$142.30,$143.38,$141.90
26/07/2023,141.07,4046441,$140.44,$141.25,$139.88
25/07/2023,140.33,3770813,$139.42,$140.43,$139.0403
24/07/2023,139.54,3475442,$139.35,$140.12,$138.7788
21/07/2023,138.94,5858741,$138.21,$139.7799,$137.76
20/07/2023,138.38,10896330,$137.19,$140.32,$136.56
19/07/2023,135.48,5519992,$135.53,$136.45,$135.19
18/07/2023,135.36,3852058,$134.71,$135.95,$134.29
17/07/2023,134.24,3168419,$133.26,$134.61,$133.10
14/07/2023,133.40,2861496,$133.91,$133.92,$132.94
13/07/2023,133.92,3221422,$133.51,$135.07,$133.36
12/07/2023,132.84,3732189,$135.07,$135.33,$132.575
11/07/2023,134.44,2925238,$133.66,$134.56,$133.23
10/07/2023,132.90,2369425,$131.76,$133.05,$131.695
07/07/2023,132.08,2982738,$131.78,$133.855,$131.75
06/07/2023,132.16,3508083,$133.235,$133.90,$131.55
05/07/2023,134.24,2955870,$133.32,$134.31,$132.59
03/07/2023,133.67,1477149,$133.42,$134.35,$132.87
30/06/2023,133.81,4236677,$134.69,$135.03,$133.425
29/06/2023,134.06,3639836,$131.75,$134.35,$131.69
28/06/2023,131.76,2753779,$132.06,$132.17,$130.91
27/06/2023,132.34,3219909,$131.30,$132.95,$130.83
26/06/2023,131.34,4845649,$129.39,$131.41,$129.31
23/06/2023,129.43,11324710,$130.40,$130.62,$129.18
22/06/2023,131.17,6013021,$131.68,$132.96,$130.68
21/06/2023,133.69,5501272,$135.11,$135.39,$133.29
20/06/2023,135.96,4272511,$136.36,$137.23,$135.89
16/06/2023,137.48,7473676,$139.23,$139.469,$137.47
15/06/2023,138.40,3812582,$137.27,$138.80,$137.175
14/06/2023,137.20,4514888,$137.80,$138.93,$136.94
13/06/2023,137.60,3927331,$136.51,$138.17,$136.00
12/06/2023,136.42,4500120,$136.00,$136.62,$135.8216
09/06/2023,135.30,3981748,$134.36,$136.10,$134.17
08/06/2023,134.41,4128939,$134.69,$135.98,$134.01
07/06/2023,134.38,5772024,$132.50,$134.44,$132.19
06/06/2023,132.69,3297951,$132.43,$132.94,$131.88
05/06/2023,132.64,3993516,$133.12,$133.58,$132.27
02/06/2023,132.42,5375796,$130.38,$133.12,$130.15
01/06/2023,129.82,4136086,$128.44,$130.145,$127.78
31/05/2023,128.59,11590210,$128.51,$129.44,$127.46
30/05/2023,129.48,3741050,$129.56,$130.0699,$128.26
26/05/2023,128.89,5612570,$127.06,$129.66,$126.81
25/05/2023,126.76,4102854,$125.61,$127.23,$125.01
24/05/2023,125.68,3915505,$127.82,$127.90,$125.47
23/05/2023,128.18,4592280,$127.24,$129.09,$127.13
22/05/2023,127.50,2806770,$127.50,$128.19,$127.15
19/05/2023,127.26,4306657,$126.79,$128.29,$126.55
18/05/2023,126.15,3797883,$125.30,$126.51,$125.1894
17/05/2023,125.71,4515134,$123.94,$125.85,$123.47
16/05/2023,123.46,2749125,$123.35,$123.86,$122.45
15/05/2023,123.36,2915725,$123.00,$123.6881,$122.34
12/05/2023,122.84,4564825,$121.41,$122.86,$121.11
11/05/2023,120.90,3446452,$122.02,$122.24,$120.55
10/05/2023,122.02,4189222,$121.99,$122.49,$121.10
09/05/2023,121.17,4540047,$121.90,$121.97,$120.66
08/05/2023,123.40,3663818,$123.76,$123.92,$122.55
05/05/2023,123.65,4971936,$123.11,$124.10,$122.805
04/05/2023,122.57,4468237,$123.03,$123.52,$121.7563
03/05/2023,123.45,4554212,$125.46,$125.57,$123.26
02/05/2023,125.16,4445283,$126.30,$126.45,$123.27
01/05/2023,126.09,2724992,$126.35,$126.75,$126.06
28/04/2023,126.41,5061247,$126.58,$127.25,$125.64
27/04/2023,126.97,3204889,$126.37,$127.02,$125.455
26/04/2023,125.85,4070168,$125.81,$126.545,$125.12
25/04/2023,125.89,4275396,$124.90,$126.19,$124.76
24/04/2023,125.40,4043892,$125.55,$126.05,$124.56
21/04/2023,125.73,6725426,$126.00,$126.70,$125.27
20/04/2023,126.36,9749618,$130.15,$130.98,$125.84
19/04/2023,126.32,7014368,$126.50,$126.98,$125.30
18/04/2023,127.78,3193787,$128.14,$128.68,$127.35
17/04/2023,127.82,3662666,$128.30,$128.72,$126.80
14/04/2023,128.14,4180614,$128.46,$129.84,$127.31
13/04/2023,127.90,5621512,$128.01,$128.39,$126.00
12/04/2023,128.54,3957542,$130.40,$130.8857,$128.17
11/04/2023,130.42,3132430,$130.58,$131.105,$130.18
10/04/2023,131.03,2614402,$129.83,$131.08,$129.24
06/04/2023,130.50,3050581,$132.16,$132.60,$130.315
05/04/2023,132.14,2898759,$131.37,$132.61,$131.37
04/04/2023,131.60,3382783,$131.99,$132.1499,$130.89
03/04/2023,132.06,3840139,$130.97,$132.61,$130.77
31/03/2023,131.09,4524686,$129.47,$131.23,$129.42
30/03/2023,129.22,3561762,$130.16,$131.48,$129.10
29/03/2023,129.71,3279846,$130.12,$130.35,$129.18
28/03/2023,129.34,2889115,$129.18,$129.66,$128.80
27/03/2023,129.31,6524113,$126.47,$130.255,$126.47
24/03/2023,125.29,3812644,$123.36,$125.40,$122.88
23/03/2023,123.37,4651936,$123.81,$124.93,$122.60
22/03/2023,124.05,3549024,$127.00,$127.215,$124.01
21/03/2023,126.57,3856345,$126.90,$127.15,$125.66
20/03/2023,125.94,4588304,$124.31,$126.16,$124.19
17/03/2023,123.69,37400170,$124.08,$124.52,$122.93
16/03/2023,124.70,6440023,$122.96,$124.82,$121.92
15/03/2023,123.28,5989339,$122.99,$123.35,$121.71
14/03/2023,124.65,8114792,$126.49,$126.64,$123.20
13/03/2023,125.58,8188369,$125.15,$128.19,$124.85
10/03/2023,125.45,5990867,$126.12,$127.29,$125.13
09/03/2023,126.16,5478317,$128.30,$128.53,$125.98
08/03/2023,128.05,2778798,$128.48,$128.74,$127.545
07/03/2023,128.25,3530439,$130.28,$130.42,$128.19
06/03/2023,130.19,2982980,$129.64,$130.86,$129.59
03/03/2023,129.64,2860286,$129.35,$129.905,$128.77
02/03/2023,128.93,3340254,$128.39,$129.22,$127.71
01/03/2023,128.19,3760678,$128.90,$129.4726,$127.74
28/02/2023,129.30,5143133,$130.55,$130.61,$129.14
27/02/2023,130.49,2761326,$131.42,$131.87,$130.13
24/02/2023,130.57,3015907,$129.62,$130.67,$129.22
23/02/2023,130.79,3725648,$131.50,$131.70,$128.86
22/02/2023,130.97,3200185,$131.90,$131.99,$130.29
21/02/2023,131.71,4257210,$134.00,$134.385,$131.66
17/02/2023,135.02,3466184,$134.50,$135.58,$133.89
16/02/2023,135.00,2965495,$135.57,$135.9672,$134.59
15/02/2023,136.40,2507004,$135.20,$136.445,$135.07
14/02/2023,136.01,3202172,$137.05,$137.24,$135.05
13/02/2023,137.35,4403015,$136.00,$137.39,$135.85
10/02/2023,135.60,5049571,$133.78,$135.77,$133.50
09/02/2023,133.75,3918817,$134.99,$135.73,$133.34
08/02/2023,135.98,4593748,$135.71,$136.74,$135.16
07/02/2023,135.84,3737553,$135.67,$136.40,$134.45
06/02/2023,136.18,4841300,$135.83,$136.32,$134.95
03/02/2023,136.94,3755720,$136.35,$136.95,$135.53
02/02/2023,136.39,6107793,$135.96,$136.72,$134.85
01/02/2023,135.09,5428898,$134.49,$135.79,$132.80
31/01/2023,134.73,7206448,$135.50,$135.65,$133.76
30/01/2023,135.30,5375712,$134.32,$136.11,$133.98
27/01/2023,134.39,8143146,$134.44,$135.488,$133.7701
26/01/2023,134.45,17548480,$137.53,$138.27,$132.98
25/01/2023,140.76,7347453,$140.47,$141.03,$139.36
24/01/2023,141.49,4407622,$141.25,$142.75,$140.00
23/01/2023,141.86,5898436,$141.40,$142.985,$141.06
20/01/2023,141.20,7153341,$141.67,$141.86,$140.51
19/01/2023,140.62,4833924,$140.00,$142.23,$139.75
18/01/2023,140.41,6445642,$144.40,$144.678,$140.225
17/01/2023,145.19,2986461,$146.42,$147.18,$145.01
13/01/2023,145.89,2455786,$144.06,$146.10,$144.01
12/01/2023,145.55,2716118,$144.88,$146.66,$144.52
11/01/2023,145.26,3268738,$145.00,$145.53,$143.45
10/01/2023,144.80,2152172,$143.61,$144.85,$142.90
09/01/2023,143.55,3987782,$144.08,$145.47,$143.40
06/01/2023,143.70,3574042,$142.38,$144.25,$141.58
05/01/2023,141.11,2866648,$142.44,$142.498,$140.01
04/01/2023,142.60,3869236,$142.07,$143.615,$141.3675
03/01/2023,141.55,3338829,$141.10,$141.90,$140.48
30/12/2022,140.89,2858110,$140.54,$140.90,$139.45
29/12/2022,141.06,2337207,$140.58,$142.26,$140.45
28/12/2022,140.02,2539577,$142.40,$142.81,$139.95
27/12/2022,142.42,2742525,$141.73,$142.72,$141.23
23/12/2022,141.65,2092715,$140.59,$141.8565,$139.60
22/12/2022,140.88,3337851,$140.95,$141.44,$138.62
21/12/2022,142.14,3793700,$141.84,$143.09,$140.975
20/12/2022,141.28,5156450,$138.84,$141.425,$138.34
19/12/2022,138.87,5282860,$140.16,$140.44,$137.195
16/12/2022,140.16,9834427,$141.25,$141.915,$138.97
15/12/2022,142.36,6687744,$148.52,$148.98,$141.58
14/12/2022,149.86,4205878,$150.47,$151.91,$148.45
13/12/2022,150.57,8811553,$150.37,$153.21,$149.95
12/12/2022,149.21,4032780,$147.82,$149.21,$146.9426
09/12/2022,147.05,3047581,$147.40,$148.34,$146.97
08/12/2022,147.78,2665687,$147.90,$149.153,$147.365
07/12/2022,147.27,3971285,$147.33,$148.105,$146.29
06/12/2022,147.50,2847610,$147.30,$147.80,$146.70
05/12/2022,147.41,2784767,$147.94,$148.93,$146.80
02/12/2022,148.67,2899995,$148.13,$149.16,$147.73
01/12/2022,149.16,4495924,$149.98,$150.01,$147.34
30/11/2022,148.90,6377582,$146.19,$149.64,$145.67
29/11/2022,146.49,2754744,$145.91,$147.1668,$145.70
28/11/2022,146.18,3538696,$147.98,$148.24,$145.935
25/11/2022,148.37,2075156,$148.27,$149.49,$148.101
23/11/2022,148.75,3658459,$149.10,$150.46,$148.30
22/11/2022,149.10,7062060,$147.60,$149.35,$147.02
21/11/2022,146.68,3476208,$147.55,$147.928,$146.45
18/11/2022,147.64,4661735,$146.56,$148.31,$145.94
17/11/2022,146.09,3955162,$143.41,$146.18,$143.25
16/11/2022,144.52,3445302,$144.13,$144.95,$144.0081
15/11/2022,144.34,4727107,$144.08,$146.1609,$142.00
14/11/2022,144.20,5245624,$142.63,$146.08,$142.18
11/11/2022,143.17,5871264,$141.50,$144.13,$140.96
10/11/2022,141.23,5389025,$140.26,$141.37,$138.29
09/11/2022,137.39,4720007,$137.95,$138.90,$136.94
08/11/2022,140.04,5042756,$139.00,$140.93,$138.72
07/11/2022,138.34,4043062,$136.64,$138.70,$136.51
04/11/2022,136.96,4177972,$135.65,$137.73,$134.94
03/11/2022,134.47,4442443,$136.42,$136.48,$133.97
02/11/2022,136.83,5365264,$137.75,$140.17,$136.80
01/11/2022,138.20,3590607,$138.25,$138.65,$136.70
31/10/2022,138.29,4915270,$138.06,$138.7699,$136.595
28/10/2022,138.51,5965457,$135.56,$138.8615,$135.22
27/10/2022,134.77,3993168,$135.55,$136.40,$134.445
26/10/2022,135.01,5140023,$133.72,$135.863,$132.81
25/10/2022,132.93,5957623,$132.00,$133.30,$131.30
24/10/2022,132.69,5610914,$130.90,$133.11,$129.85
21/10/2022,129.90,7201256,$128.39,$130.845,$127.59
20/10/2022,128.30,13623120,$126.25,$128.96,$125.15
19/10/2022,122.51,5906576,$122.36,$123.94,$121.9875
18/10/2022,122.94,5120336,$123.00,$123.94,$121.82
17/10/2022,121.52,5458585,$121.80,$122.875,$121.43
14/10/2022,120.04,3763840,$121.80,$122.54,$119.84
13/10/2022,121.79,5837645,$116.10,$122.15,$115.545
12/10/2022,117.57,3338754,$118.00,$118.81,$117.20
11/10/2022,117.80,4043265,$117.46,$119.23,$116.94
10/10/2022,117.75,5990008,$119.79,$119.96,$117.04
07/10/2022,118.82,4499672,$121.50,$121.8016,$118.07
06/10/2022,122.23,5074624,$124.88,$125.30,$121.77
05/10/2022,125.74,3212872,$124.71,$126.46,$124.23
04/10/2022,125.50,4566055,$122.80,$125.65,$122.52
03/10/2022,121.51,4261729,$120.16,$122.21,$119.60
30/09/2022,118.81,5346108,$121.66,$122.43,$118.61
29/09/2022,121.63,3817723,$121.85,$122.62,$120.57
28/09/2022,122.76,4996378,$121.65,$123.23,$119.81
27/09/2022,121.74,4117215,$122.60,$123.95,$121.08
26/09/2022,122.01,3987817,$122.30,$124.26,$121.75
23/09/2022,122.71,5195693,$124.53,$125.00,$121.74
22/09/2022,125.31,4046748,$124.76,$126.51,$124.41
21/09/2022,124.93,3389545,$126.89,$127.84,$124.92
20/09/2022,126.30,2837485,$126.90,$126.99,$125.52
19/09/2022,127.73,3981606,$126.49,$128.06,$126.28
16/09/2022,127.27,9839696,$124.36,$127.53,$123.83
15/09/2022,125.49,5141671,$127.39,$127.465,$124.90
14/09/2022,127.69,3819067,$127.50,$129.00,$126.845
13/09/2022,127.25,4565585,$129.14,$129.909,$126.7709
12/09/2022,130.66,3741168,$130.33,$130.99,$129.89
09/09/2022,129.19,3293365,$128.90,$129.49,$128.06
08/09/2022,128.47,2964613,$127.20,$128.54,$126.59
07/09/2022,127.71,2401513,$126.69,$127.8667,$126.28
06/09/2022,126.72,3347108,$127.80,$128.06,$126.30
02/09/2022,127.79,3040813,$130.30,$130.56,$127.24
01/09/2022,129.66,3396219,$128.40,$129.8173,$127.74
31/08/2022,128.45,3490380,$129.92,$130.00,$128.40
30/08/2022,129.58,2407888,$130.56,$130.77,$129.29
29/08/2022,130.31,2782973,$129.99,$131.42,$129.57
26/08/2022,130.38,4185254,$134.10,$134.18,$130.34
25/08/2022,133.98,2706005,$133.65,$134.425,$133.07
24/08/2022,133.23,2855421,$134.89,$135.11,$133.11
23/08/2022,134.74,4141798,$135.37,$136.10,$134.72
22/08/2022,135.55,3093629,$137.65,$137.85,$135.47
19/08/2022,138.37,3155842,$138.75,$139.34,$137.66
18/08/2022,139.07,3177726,$137.79,$139.12,$137.75
17/08/2022,137.79,3667568,$136.46,$138.415,$136.30
16/08/2022,136.56,4313600,$134.60,$137.37,$134.4517
15/08/2022,134.93,2791241,$132.96,$135.19,$132.24
12/08/2022,134.01,2767054,$132.62,$134.09,$131.98
11/08/2022,132.54,3501925,$132.36,$133.225,$132.00
10/08/2022,131.50,3663995,$130.75,$131.78,$130.34
09/08/2022,129.47,3495991,$129.92,$130.79,$129.12
08/08/2022,132.61,3825145,$133.10,$133.35,$132.02
05/08/2022,132.48,2586519,$131.25,$132.67,$131.07
04/08/2022,131.64,3179789,$132.15,$132.2866,$131.02
03/08/2022,132.34,3088532,$131.82,$132.862,$131.32
02/08/2022,131.81,4403633,$132.20,$132.78,$130.51
01/08/2022,132.04,4142099,$130.75,$132.70,$130.70
29/07/2022,130.79,5786815,$129.52,$131.00,$129.31
28/07/2022,129.22,3913680,$128.75,$129.81,$128.606
27/07/2022,129.12,4175625,$127.97,$129.43,$127.58
26/07/2022,128.08,3645313,$128.26,$129.30,$127.63
25/07/2022,128.54,4702352,$128.44,$129.1257,$127.90
22/07/2022,128.25,6467205,$127.03,$128.32,$125.71
21/07/2022,127.15,11975360,$128.75,$128.81,$125.13
20/07/2022,129.18,9882016,$130.70,$130.72,$128.06
19/07/2022,130.88,29690540,$131.58,$132.56,$127.72
18/07/2022,138.13,8231694,$140.15,$140.31,$137.7844
15/07/2022,139.92,4519320,$140.68,$140.68,$138.61
14/07/2022,139.06,5298351,$135.60,$139.43,$135.02
13/07/2022,137.18,4123213,$137.18,$138.90,$136.80
12/07/2022,139.18,3235571,$140.84,$141.55,$138.565
11/07/2022,141.00,3912773,$140.62,$141.87,$140.13
08/07/2022,140.47,2820928,$140.76,$141.3203,$139.82
07/07/2022,140.83,3897077,$138.91,$141.325,$138.83
06/07/2022,138.08,3237059,$138.00,$139.14,$137.13
05/07/2022,137.62,6274067,$139.97,$139.97,$135.27
01/07/2022,141.12,4012106,$141.00,$141.67,$139.26
30/06/2022,141.19,4878020,$139.58,$142.46,$139.28
29/06/2022,140.71,4161491,$142.74,$143.5213,$139.50
28/06/2022,141.86,4065202,$142.92,$144.155,$141.32
27/06/2022,142.80,3935968,$142.26,$143.83,$141.95
24/06/2022,142.06,11493010,$139.20,$142.37,$139.13
23/06/2022,138.44,4547925,$137.14,$138.62,$136.50
22/06/2022,137.08,3791635,$136.10,$138.18,$136.03
21/06/2022,137.85,4089272,$135.90,$138.50,$135.90
17/06/2022,135.02,12968510,$135.99,$136.98,$132.85
16/06/2022,135.67,5386396,$135.30,$136.24,$134.39
15/06/2022,137.06,4606887,$136.01,$138.45,$135.58
14/06/2022,135.72,4607785,$135.00,$136.9501,$134.86
13/06/2022,135.11,6486044,$133.97,$137.57,$133.76
10/06/2022,136.19,4661716,$137.80,$137.80,$135.25
09/06/2022,137.96,3592551,$140.15,$141.04,$137.93
08/06/2022,140.83,3005666,$142.07,$142.80,$140.15
07/06/2022,142.78,2887051,$142.60,$142.98,$140.96
06/06/2022,142.88,4767100,$142.98,$144.73,$142.00
03/06/2022,141.18,4352213,$140.26,$142.5794,$139.74
02/06/2022,140.15,3734812,$139.45,$140.29,$136.85
01/06/2022,139.43,3796488,$139.67,$140.4699,$138.52
31/05/2022,138.84,7978053,$138.20,$139.83,$136.81
27/05/2022,139.27,4608215,$137.39,$139.7394,$137.24
26/05/2022,136.89,3929338,$135.00,$137.55,$134.52
25/05/2022,134.39,3299303,$132.86,$134.82,$132.86
24/05/2022,133.80,4189723,$130.57,$134.37,$130.42
23/05/2022,131.17,3591511,$129.50,$131.95,$129.42
20/05/2022,128.48,6914458,$130.18,$130.37,$125.80
19/05/2022,129.66,5819664,$132.00,$132.32,$128.71
18/05/2022,132.94,6003015,$137.10,$137.615,$132.17
17/05/2022,138.37,4372909,$137.19,$138.37,$135.64
16/05/2022,135.03,4250395,$133.10,$136.51,$132.41
13/05/2022,133.60,4195218,$133.00,$133.80,$131.05
12/05/2022,132.90,5384809,$131.27,$133.62,$130.41
11/05/2022,130.75,5301131,$129.86,$132.96,$129.86
10/05/2022,129.13,8642398,$135.00,$135.41,$128.43
09/05/2022,134.44,7647933,$134.41,$136.345,$133.315
06/05/2022,137.67,7306396,$135.47,$137.99,$135.47
05/05/2022,135.92,5957434,$136.46,$137.26,$134.76
04/05/2022,137.40,5932574,$132.87,$137.87,$132.14
03/05/2022,132.52,3688574,$133.00,$133.60,$131.99
02/05/2022,133.04,4213477,$133.00,$133.77,$130.89
29/04/2022,132.21,5078660,$135.13,$135.5545,$132.00
28/04/2022,135.74,4477068,$136.85,$136.99,$134.81
27/04/2022,135.06,4369052,$135.78,$137.12,$134.63
26/04/2022,136.19,4956236,$139.00,$139.87,$136.17
25/04/2022,139.10,5748289,$137.59,$139.65,$135.19
22/04/2022,138.25,6508599,$139.70,$140.4399,$137.35
21/04/2022,139.85,9922349,$138.23,$141.88,$137.35
20/04/2022,138.32,17859160,$135.00,$139.56,$133.38
19/04/2022,129.15,7971361,$126.08,$129.40,$126.00
18/04/2022,126.17,4884150,$126.60,$127.3899,$125.53
14/04/2022,126.56,6384180,$128.93,$130.58,$126.38
13/04/2022,126.14,3064918,$125.64,$126.67,$124.91
12/04/2022,125.98,2690998,$126.42,$127.34,$125.5835
11/04/2022,126.37,3202545,$127.95,$128.175,$126.18
08/04/2022,127.73,3143309,$128.01,$128.78,$127.27
07/04/2022,128.55,3538317,$128.87,$129.2499,$126.73
06/04/2022,129.39,3958057,$127.78,$129.515,$127.25
05/04/2022,128.89,3107181,$129.85,$131.23,$128.66
04/04/2022,130.27,2811100,$130.26,$130.45,$128.93
01/04/2022,130.15,4012373,$129.66,$130.27,$128.06
31/03/2022,130.02,4274029,$130.72,$131.88,$130.00
30/03/2022,132.13,2622860,$132.01,$133.08,$131.39
29/03/2022,131.94,5791032,$132.04,$132.84,$130.43
28/03/2022,131.47,2483492,$130.82,$131.50,$129.60
25/03/2022,131.35,3531746,$129.50,$131.40,$129.31
24/03/2022,129.25,2971075,$128.33,$129.37,$127.80
23/03/2022,128.30,2924535,$129.08,$129.32,$128.25
22/03/2022,129.06,2690193,$128.50,$129.30,$127.85
21/03/2022,128.10,3384636,$129.00,$129.74,$127.40
18/03/2022,128.76,7466026,$127.38,$128.93,$126.37
17/03/2022,127.96,3671903,$127.10,$128.29,$126.53
16/03/2022,127.04,4292845,$126.50,$127.2842,$124.71
15/03/2022,125.64,4021228,$124.00,$125.9398,$123.22
14/03/2022,123.94,3289440,$124.45,$125.16,$122.685
11/03/2022,123.96,4119630,$125.00,$126.77,$123.91
10/03/2022,124.35,5326835,$125.75,$126.03,$123.125
09/03/2022,126.22,4403499,$127.41,$128.10,$125.91
08/03/2022,125.68,4887565,$126.62,$128.345,$124.82
07/03/2022,126.07,5047358,$126.47,$127.905,$125.62
04/03/2022,126.62,4402911,$124.40,$127.35,$124.2103
03/03/2022,125.93,5206649,$124.96,$126.665,$124.2351
02/03/2022,123.86,4891435,$122.59,$124.64,$121.80
01/03/2022,121.35,4873331,$122.67,$123.39,$120.70
28/02/2022,122.51,6757332,$122.21,$123.3851,$121.0388
25/02/2022,124.18,4460904,$122.05,$124.2625,$121.45
24/02/2022,121.97,6563202,$120.00,$122.10,$118.81
23/02/2022,122.07,4086367,$124.38,$124.70,$121.87
22/02/2022,123.92,5349687,$124.20,$125.00,$122.68
18/02/2022,124.35,4609212,$124.94,$125.44,$123.61
17/02/2022,124.97,6796997,$128.05,$128.50,$124.85
16/02/2022,129.18,4875612,$129.45,$130.44,$128.26
15/02/2022,129.94,4395714,$130.64,$131.68,$129.61
14/02/2022,130.15,5345289,$132.59,$132.65,$129.07
11/02/2022,132.69,4176155,$133.90,$134.7099,$132.38
10/02/2022,133.52,5978640,$135.47,$136.56,$133.17
09/02/2022,137.79,5393478,$137.84,$138.35,$136.83
08/02/2022,137.02,4181825,$137.23,$137.52,$135.78
07/02/2022,137.24,3759046,$137.45,$137.8223,$136.27
04/02/2022,137.15,4142045,$137.86,$138.82,$136.215
03/02/2022,137.78,6100777,$137.00,$138.76,$135.831
02/02/2022,137.25,5357237,$135.70,$137.555,$135.26
01/02/2022,135.53,6206448,$133.76,$135.96,$132.50
31/01/2022,133.57,5859043,$134.09,$134.09,$132.30
28/01/2022,134.50,5471497,$133.19,$134.53,$131.79
27/01/2022,132.52,5499566,$133.66,$134.75,$132.08
26/01/2022,134.26,8335992,$136.47,$137.07,$133.13
25/01/2022,136.10,19715700,$129.14,$137.3361,$128.30
24/01/2022,128.82,13777650,$127.99,$129.15,$124.193
21/01/2022,129.35,5906950,$131.65,$131.87,$129.27
20/01/2022,130.82,5278244,$131.26,$132.88,$130.5705
19/01/2022,131.58,4103694,$132.90,$133.90,$131.50
18/01/2022,132.94,5247453,$132.95,$133.89,$131.78
14/01/2022,134.21,5310305,$134.55,$135.14,$133.30
13/01/2022,134.76,4868349,$133.90,$136.05,$133.56
12/01/2022,133.59,5352014,$133.25,$134.47,$131.37
11/01/2022,132.87,11105320,$130.52,$133.25,$127.97
10/01/2022,135.03,5432807,$134.47,$136.20,$133.38
07/01/2022,134.83,5238099,$134.90,$135.6618,$133.5111
06/01/2022,135.34,9908081,$138.20,$138.4099,$132.51
05/01/2022,138.22,8956910,$138.31,$142.20,$137.88
04/01/2022,138.02,7300011,$136.10,$139.95,$135.90
03/01/2022,136.04,4610665,$134.07,$136.295,$133.63
31/12/2021,133.66,3362060,$134.00,$134.99,$133.61
